CODIGO_IBGE;MUNICIPIO;REGIONAL;PREFEITO;DIRETOR_REGIONAL;ATENDENTE(RAMAL);OBSERVACAO;LINK_IBGE
3550001;Sao Luis do Paraitinga;ER Sao Jose dos Campos;Alex Eusebio Torres;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/sao-luis-do-paraitinga/panorama
3550100;Sao Manuel;ER Sorocaba;Odirlei Jose Felix;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/sao-manuel/panorama
3550209;Sao Miguel Arcanjo;ER Sorocaba;Elias Rodrigues De Paula;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/sao-miguel-arcanjo/panorama
3550308;Sao Paulo;ER Sao Paulo;Ricardo Luis Reis Nunes;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/sao-paulo/panorama
3550407;Sao Pedro;ER Campinas;Thiago Silverio Da Silva;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/sao-pedro/panorama
3550506;Sao Pedro do Turvo;ER Marilia;Luiz Felipe De Castro Tavares;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/sao-pedro-do-turvo/panorama
3550605;Sao Roque;ER Sorocaba;Marcos Augusto Issa Henriques De Araújo;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/sao-roque/panorama
3550704;Sao Sebastiao;ER Sao Jose dos Campos;Reinaldo Alves Moreira Filho;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/sao-sebastiao/panorama
3550803;Sao Sebastiao da Grama;ER Campinas;Jose Francisco Martha;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/sao-sebastiao-da-grama/panorama
3550902;Sao Simao;ER Ribeirao Preto;Izaias Leão De Souza;Rogerio Rossini (Pio);Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/sao-simao/panorama
3551009;Sao Vicente;ER Baixada Santista;Kayo Felype Nachtajler Amado;Sizue Yamaguti;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/sao-vicente/panorama
3551108;Sarapui;ER Sorocaba;Gustavo De Souza Barros Vieira;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/sarapui/panorama
3551207;Sarutaia;ER Itapeva;João Antonio Fuloni;Rosana Nascimento;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/sarutaia/panorama
3551306;Sebastianopolis do Sul;ER Sao Jose do Rio Preto;Jose Antônio Abreu Do Valle;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/sebastianopolis-do-sul/panorama
3551405;Serra Azul;ER Ribeirao Preto;Debora Cristina Ribeiro Da Silva;Rogerio Rossini (Pio);Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/serra-azul/panorama
3551504;Serrana;ER Ribeirao Preto;Leonardo Caressato Capiteli;Rogerio Rossini (Pio);Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/serrana/panorama
3551603;Serra Negra;ER Campinas;Elmir Kalil Abi Chedid;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/serra-negra/panorama
3551702;Sertaozinho;ER Ribeirao Preto;Jose Alberto Gimenez;Rogerio Rossini (Pio);Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/sertaozinho/panorama
3551801;Sete Barras;ER Vale do Ribeira;Ítalo Donizeth Costa Roberto;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/sete-barras/panorama
3551900;Severinia;ER Barretos;Guilherme Augusto De Almeida Secchieri;Raphael Dutra;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/severinia/panorama
3552007;Silveiras;ER Sao Jose dos Campos;Edson Mendes Mota;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/silveiras/panorama
3552106;Socorro;ER Campinas;Mauricio De Oliveira Santos;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/socorro/panorama
3552205;Sorocaba;ER Sorocaba;Rodrigo Maganhato;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/sorocaba/panorama
3552304;Sud Mennucci;ER Aracatuba;Jose Urbino Dos Santos Neto;Elisabete dos Santos;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/sud-mennucci/panorama
3552403;Sumare;ER Campinas;Henrique Stein Sciascio;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/sumare/panorama
3552502;Suzano;ER Sao Paulo;Pedro Charles Shirakawa Ishi;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/suzano/panorama
3552551;Suzanapolis;ER Aracatuba;Gerso Antonio De Oliveria;Elisabete dos Santos;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/suzanapolis/panorama
3552601;Tabapua;ER Sao Jose do Rio Preto;Silvio Cesar Sartorello;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/tabapua/panorama
3552700;Tabatinga;ER Araraquara;Valter Valentim Camargo;Jorge Bredan;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/tabatinga/panorama
3552809;Taboao Da Serra;ER Sao Paulo;Daniel Plana Bogalho;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/taboao-da-serra/panorama
3552908;Taciba;ER Presidente Prudente;Izidoro Arcesti Ricci;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/taciba/panorama
3553005;Taguai;ER Itapeva;Eder Carlos Fogaça Da Cruz;Rosana Nascimento;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/taguai/panorama
3553104;Taiacu;ER Barretos;Sueli Aparecida Mendes Biancardi;Raphael Dutra;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/taiacu/panorama
3553203;Taiuva;ER Barretos;Mauro Vicente Bersi;Raphael Dutra;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/taiuva/panorama
3553302;Tambau;ER Campinas;Leonardo Teixeira Spiga Real;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/tambau/panorama
3553401;Tanabi;ER Sao Jose do Rio Preto;Alexandre Silveira Bertolini;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/tanabi/panorama
3553500;Tapirai;ER Sorocaba;Araldo Todesco;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/tapirai/panorama
3553609;Tapiratiba;ER Campinas;Ramon Jesus Vieira;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/tapiratiba/panorama
3553658;Taquaral;ER Ribeirao Preto;Ari Fernando Jacinto;Rogerio Rossini (Pio);Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/taquaral/panorama
3553708;Taquaritinga;ER Araraquara;Fulvio Zuppani;Jorge Bredan;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/taquaritinga/panorama
3553807;Taquarituba;ER Itapeva;eder Miano Pereira;Rosana Nascimento;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/taquarituba/panorama
3553856;Taquarivai;ER Itapeva;Rubens Carlos Souto De Barros;Rosana Nascimento;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/taquarivai/panorama
3553906;Tarabai;ER Presidente Prudente;Rubens Pinaffi Junior;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/tarabai/panorama
3553955;Taruma;ER Marilia;Adriana Balejo Piedade Da Silva;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/taruma/panorama
3554003;Tatui;ER Sorocaba;Miguel Lopes Cardoso Junior;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/tatui/panorama
3554102;Taubate;ER Sao Jose dos Campos;Sergio Luiz Victor Júnior;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/taubate/panorama
3554201;Tejupa;ER Itapeva;Valter Boranelli;Rosana Nascimento;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/tejupa/panorama
3554300;Teodoro Sampaio;ER Presidente Prudente;Claudio Evangelista Da Silva Junior;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/teodoro-sampaio/panorama
3554409;Terra Roxa;ER Barretos;Rogerio Rafael Furlin;Raphael Dutra;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/terra-roxa/panorama
3554508;Tiete;ER Sorocaba;Jose Carlos Regonha Junior;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/tiete/panorama
3554607;Timburi;ER Marilia;Cristiano Da Cunha Amorim;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/timburi/panorama
3554656;Torre de Pedra;ER Sorocaba;Ciro Luiz Pedroso;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/torre-de-pedra/panorama
3554706;Torrinha;ER Campinas;Ari Rodolfo Buzato;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/torrinha/panorama
3554755;Trabiju;ER Araraquara;Marcelo Rodrigues Fonseca;Jorge Bredan;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/trabiju/panorama
3554805;Tremembe;ER Sao Jose dos Campos;Clemente Antonio De Lima Neto;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/tremembe/panorama
3554904;Tres Fronteiras;ER Sao Jose do Rio Preto;Flávio Luiz Renda De Oliveira;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/tres-fronteiras/panorama
3554953;Tuiuti;ER Campinas;Alexandre Tadeu Gonçalves;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/tuiuti/panorama
3555000;Tupa;ER Marilia;Renan Victor Pontelli;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/tupa/panorama
3555109;Tupi Paulista;ER Presidente Prudente;Juliano Vigiliato Guiro;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/tupi-paulista/panorama
3555208;Turiuba;ER Aracatuba;Jorge Augusto Molina;Elisabete dos Santos;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/turiuba/panorama
3555307;Turmalina;ER Sao Jose do Rio Preto;Priscilla Tatiana Dias Massoni;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/turmalina/panorama
3555356;Ubarana;ER Sao Jose do Rio Preto;Vanderlei Rodrigues Da Cruz;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/ubarana/panorama
3555406;Ubatuba;ER Sao Jose dos Campos;Flávia Comitte Do Nascimento;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/ubatuba/panorama
3555505;Ubirajara;ER Bauru;Leila Alvim Bordim;Marcelo Graziani;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/ubirajara/panorama
3555604;Uchoa;ER Sao Jose do Rio Preto;Jose Claudio Martins;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/uchoa/panorama
3555703;Uniao Paulista;ER Sao Jose do Rio Preto;Kendrea Alves Papile Cavatão;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/uniao-paulista/panorama
3555802;Urania;ER Sao Jose do Rio Preto;Ivan Soubhia Garcia;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/urania/panorama
3555901;Uru;ER Bauru;Robson Eduardo Forte;Marcelo Graziani;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/uru/panorama
3556008;Urupes;ER Sao Jose do Rio Preto;Roberto Cacciari Filho;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/urupes/panorama
3556107;Valentim Gentil;ER Sao Jose do Rio Preto;Claudinei Carvassan Rodrigues;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/valentim-gentil/panorama
3556206;Valinhos;ER Campinas;Franklin Duarte Da Silva;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/valinhos/panorama
3556305;Valparaiso;ER Aracatuba;Carlos Alexandre Pereira;Elisabete dos Santos;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/valparaiso/panorama
3556354;Vargem;ER Campinas;Leodecio Alves De Lima;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/vargem/panorama
3556404;Vargem Grande do Sul;ER Campinas;Celso Luis Ribeiro;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/vargem-grande-do-sul/panorama
3556453;Vargem Grande Paulista;ER Sao Paulo;Piter Aparecido Dos Santos;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/vargem-grande-paulista/panorama
3556503;Varzea Paulista;ER Campinas;Rodolfo Wilson Rodrigues Braga;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/varzea-paulista/panorama
3556602;Vera Cruz;ER Marilia;Rodolfo Silva Davoli;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/vera-cruz/panorama
3556701;Vinhedo;ER Campinas;Dario Pacheco De Morais;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/vinhedo/panorama
3556800;Viradouro;ER Barretos;Nilton Augusto Alves Filho;Raphael Dutra;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/viradouro/panorama
3556909;Vista Alegre do Alto;ER Barretos;Nelson Antonio Rozani;Raphael Dutra;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/vista-alegre-do-alto/panorama
3556958;Vitoria Brasil;ER Sao Jose do Rio Preto;Paulo Henrique Miotto;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/vitoria-brasil/panorama
3557006;Votorantim;ER Sorocaba;Weber Maganhato Júnior;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/votorantim/panorama
3557105;Votuporanga;ER Sao Jose do Rio Preto;Jorge Augusto Seba;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/votuporanga/panorama
3557154;Zacarias;ER Sao Jose do Rio Preto;Heder Jean Bruno De Oliveira;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/zacarias/panorama
3557204;Chavantes;ER Marilia;Luiz Filipe De Paula Jacinto;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/chavantes/panorama
3557303;Estiva Gerbi;ER Campinas;Marcio Roberto Pavan;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/estiva-gerbi/panorama
